Gene	HC11	HC12	HC13	HC14	C71	C72	C73	C74	C75	C76	C77	C78	C79	C80	C81	C82
VRK1	3	8	1	17	24	18	17	35	5	21	24	18	3	26	62	7
RP11-204N11.1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
C14orf64	24	8	6	23	31	4	23	4	2	17	14	3	4	2	1	4
C14orf177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCL11B	333	358	313	990	920	978	750	626	98	459	1070	695	87	88	30	268
SETD3	101	98	22	105	150	102	239	213	139	283	224	174	20	167	145	135
CCNK	0	0	0	5	9	5	2	7	1	7	7	11	0	0	1	2
CCDC85C	1	0	0	0	0	0	1	2	1	3	1	1	1	1	0	2
HHIPL1	1	0	6	0	2	1	1	0	1	1	0	2	1	0	0	0
CYP46A1	2	2	17	2	2	1	1	0	1	0	0	0	1	0	1	1
EML1	0	0	1	0	0	0	0	0	0	0	0	13	0	0	0	0
EVL	186	138	105	255	686	229	181	267	67	273	633	195	30	41	17	66
DEGS2	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0
YY1	321	218	75	286	385	249	225	293	79	305	217	282	61	173	177	176
SLC25A29	85	51	21	23	107	11	128	48	81	259	300	95	3	121	74	41
SLC25A47	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
WARS	748	591	191	361	730	940	772	1243	238	1171	853	801	346	757	277	1104
WDR25	16	24	6	4	14	10	34	10	6	31	30	34	17	23	16	21
BEGAIN	3	4	1	3	6	13	4	0	5	0	6	9	0	13	0	8
DLK1	0	0	1	1	0	0	3	2	0	0	0	179	0	0	3	0
RTL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL117190.3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
DIO3	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
RP11-796G6.2	0	0	1	1	0	0	2	1	4	1	2	0	0	0	0	0
PPP2R5C	352	280	160	527	620	529	631	636	283	425	833	572	109	312	280	333
DYNC1H1	1955	1343	346	839	426	523	1500	772	929	1187	1010	2415	356	305	353	1137
HSP90AA1	434	342	164	760	958	907	1331	1376	615	1511	1551	2273	172	591	563	585
WDR20	19	8	16	22	67	25	35	43	24	61	57	56	0	34	22	12
MOK	13	6	4	8	10	9	4	8	8	10	2	32	4	5	7	31
ZNF839	11	20	4	43	23	34	54	61	20	77	49	42	10	40	30	15
CINP	23	19	1	19	26	21	22	17	16	39	26	19	39	18	16	32
TECPR2	17	16	15	16	46	18	54	38	43	80	54	196	8	86	53	32
ANKRD9	8	3	0	3	28	7	8	5	2	6	1	2	9	13	11	3
RCOR1	34	28	44	82	138	88	121	116	82	172	88	114	29	171	186	65
TRAF3	96	88	28	53	113	101	132	112	28	89	57	87	77	65	60	68
AMN	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CDC42BPB	5	12	6	19	41	26	39	26	12	34	46	24	1	8	17	4
EXOC3L4	0	0	0	0	0	0	0	0	1	0	3	2	0	0	0	5
TNFAIP2	403	428	160	745	1960	1575	1820	1332	1138	2240	3886	6363	735	1321	1803	2810
EIF5	49	49	39	138	235	212	246	188	141	268	180	402	39	133	135	104
MARK3	74	58	45	103	136	121	189	240	90	240	251	240	21	160	127	112
CKB	17	20	2	8	9	10	0	2	14	5	3	1218	3	0	1	5
TRMT61A	15	7	5	5	23	15	15	15	9	9	17	31	16	5	5	12
BAG5	88	63	36	123	120	123	121	154	54	127	141	96	13	106	94	50
KLC1	39	50	25	53	178	163	230	229	86	481	406	189	62	287	332	120
RP11-73M18.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APOPT1	36	30	27	22	25	16	53	37	38	58	45	91	26	52	51	56
XRCC3	2	0	1	0	5	0	7	0	0	1	4	4	0	3	0	0
AL049840.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFYVE21	18	11	66	56	45	26	41	43	71	114	105	127	9	67	62	33
PPP1R13B	22	7	1	8	7	14	15	12	1	11	8	10	0	5	3	3
C14orf2	1026	511	551	467	1187	394	1368	885	990	2408	863	1870	589	1202	1038	1117
TDRD9	0	1	1	4	7	2	15	6	7	19	12	4	0	17	4	5
RD3L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASPG	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
KIF26A	0	0	1	0	4	1	7	4	0	0	1	6	0	1	0	2
C14orf144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM179	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C14orf180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INF2	5	8	0	6	9	7	22	8	10	35	17	12	17	4	4	14
ADSSL1	3	1	0	0	0	0	0	3	0	0	3	6	0	0	0	0
SIVA1	35	55	70	153	201	147	128	204	142	339	276	316	17	144	165	68
AKT1	15	14	19	119	243	157	47	97	56	131	157	77	4	61	39	16
ZBTB42	14	22	28	11	31	20	19	9	7	35	55	33	1	8	9	8
CEP170B	2	3	4	4	6	17	10	12	9	8	2	18	0	5	1	1
PLD4	13	8	0	4	7	1	2	0	0	0	0	0	2	0	0	0
AHNAK2	8	4	2	5	1	2	2	1	0	0	4	2	2	0	0	1
C14orf79	1	2	0	0	2	0	0	0	0	0	1	1	0	0	0	0
CDCA4	8	2	12	16	121	48	71	32	20	46	38	27	5	29	47	25
GPR132	44	42	5	25	139	60	57	42	40	23	27	88	6	32	27	86
JAG2	0	0	0	0	7	1	0	0	2	0	3	1	0	0	0	0
NUDT14	1	1	1	3	12	4	6	1	1	9	5	4	0	2	2	0
BRF1	28	21	7	6	34	15	36	22	23	27	19	35	11	18	21	25
BTBD6	51	33	16	39	68	42	73	38	28	40	50	25	3	32	22	36
PACS2	31	44	5	31	64	29	60	61	18	71	44	43	14	38	27	18
TEX22	5	0	2	1	1	0	7	2	6	8	2	4	0	4	0	0
MTA1	74	58	81	183	310	160	202	253	110	264	259	150	27	111	89	85
CRIP2	14	10	1	19	21	7	7	9	1	31	4	18	0	5	0	11
CRIP1	818	335	184	380	639	154	445	296	404	1021	921	575	149	430	204	492
C14orf80	33	31	6	17	26	8	47	26	72	61	60	38	37	50	91	61
TMEM121	0	4	0	1	0	3	16	4	1	0	7	2	10	0	4	13
KIAA0125	119	107	43	26	51	65	404	59	67	153	162	81	11	55	53	26
GOLGA6L6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
POTEB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POTEB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4M2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4N4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA6L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBGCP5	1	7	0	5	19	13	8	8	4	2	11	16	2	5	7	0
CYFIP1	24	14	25	41	116	30	64	97	44	142	35	46	14	60	31	49
NIPA2	6	1	0	1	6	2	11	1	2	4	9	1	1	13	11	7
NIPA1	11	2	39	64	74	52	30	61	43	51	139	100	5	9	17	11
GOLGA8I	1	0	0	0	0	0	0	0	0	1	0	1	3	2	1	0
RP11-467N20.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA6L2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MKRN3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
MAGEL2	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
NDN	3	1	4	0	4	1	0	7	0	4	0	0	2	3	0	1
NPAP1	0	0	2	1	0	0	0	0	0	0	0	2	0	2	0	0
SNRPN	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1
SNURF	0	1	2	13	27	7	20	17	2	14	16	9	0	8	3	3
UBE3A	85	47	23	63	153	126	132	106	63	128	127	161	35	103	58	95
ATP10A	15	5	15	13	41	36	25	25	8	17	77	16	0	8	1	2
GABRB3	0	0	4	0	0	0	0	0	0	2	2	1	0	0	0	0
GABRA5	0	0	0	1	0	0	2	0	0	0	0	11	0	0	0	0
GABRG3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OCA2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HERC2	14	22	13	41	72	37	68	54	22	76	67	87	8	30	40	18
GOLGA8F	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GOLGA8G	1	1	0	2	1	2	2	3	3	14	2	11	1	6	2	1
GOLGA8M	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
APBA2	35	66	15	48	38	34	77	65	16	30	53	23	7	10	2	9
FAM189A1	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	3
NDNL2	62	37	15	51	143	64	79	54	11	32	68	27	13	29	21	32
TJP1	1	0	2	0	0	0	1	6	0	1	4	2	0	1	0	0
CHRFAM7A	0	0	0	0	12	1	4	3	1	2	5	2	7	1	3	0
ARHGAP11B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAN1	0	0	3	0	0	1	2	1	1	0	2	0	0	2	0	0
MTMR10	97	65	0	37	50	26	59	55	23	71	45	62	31	87	41	53
TRPM1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
KLF13	608	486	128	275	665	313	679	428	237	320	393	199	333	524	347	592
OTUD7A	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
CHRNA7	0	0	4	1	1	2	0	2	1	1	4	2	0	0	2	0
AC139426.2	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0
AC135983.2	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0
ARHGAP11A	3	25	2	3	22	15	20	12	6	14	17	12	9	20	50	15
SCG5	0	0	3	3	0	1	2	0	1	0	0	0	1	3	0	2
GREM1	1	0	3	0	0	1	0	1	0	0	0	1	0	3	0	2
FMN1	2	3	8	9	9	8	2	12	5	11	14	12	10	17	4	3
RYR3	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
AVEN	4	2	4	13	9	5	9	15	1	15	16	10	1	3	0	7
CHRM5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EMC7	20	20	30	54	296	87	72	109	66	120	105	134	5	115	47	36
PGBD4	4	0	0	2	0	0	1	0	0	1	1	0	0	2	2	0
KATNBL1	7	3	6	7	25	26	21	29	6	39	25	57	0	15	12	1
EMC4	25	23	36	121	189	120	133	157	91	200	104	265	10	107	119	60
SLC12A6	3	13	7	11	27	32	25	31	10	45	21	81	0	42	10	13
NOP10	36	28	61	135	501	184	303	428	173	536	302	370	63	283	380	90
NUTM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LPCAT4	16	12	0	1	7	0	8	5	0	1	7	0	2	2	2	23
GOLGA8A	132	190	37	160	72	178	292	169	41	96	215	202	43	88	15	77
GOLGA8B	189	149	71	367	111	123	294	210	158	224	193	399	69	44	74	88
GJD2	0	0	2	0	3	0	0	1	0	1	0	0	0	0	0	0
ACTC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AQR	8	13	10	37	94	52	33	65	17	59	67	45	8	17	10	10
ZNF770	153	178	47	217	121	150	207	194	81	184	254	398	37	166	133	64
AC114546.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DPH6	2	0	6	9	6	1	8	7	5	12	7	12	0	4	7	0
C15orf41	1	4	0	4	4	1	2	6	0	3	0	0	0	3	4	6
MEIS2	2	4	58	5	2	3	8	8	2	6	8	18	4	1	3	1
TMCO5A	0	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0
SPRED1	6	2	5	1	13	1	3	5	20	7	5	2	1	6	14	5
FAM98B	23	14	6	34	69	21	39	37	8	29	34	25	31	12	23	38
RASGRP1	26	25	17	78	207	177	34	76	8	50	99	80	1	9	6	13
C15orf53	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
C15orf54	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	2
THBS1	7	45	59	57	114	129	46	182	586	1297	49	90	35	559	532	401
FSIP1	4	6	0	6	4	3	3	2	3	12	5	17	3	3	2	5
GPR176	0	1	0	3	7	4	2	5	1	0	4	3	0	1	0	0
EIF2AK4	3	2	4	18	11	9	16	21	3	19	12	16	20	16	16	11
SRP14	662	492	243	659	1719	1229	1042	890	643	1266	970	1375	76	251	1157	729
BMF	0	3	24	37	87	29	20	36	41	75	58	111	1	29	10	5
BUB1B	0	1	0	0	2	0	6	17	10	10	6	17	0	7	20	6
PAK6	0	0	0	0	4	3	1	5	4	0	4	2	0	0	0	0
RP11-133K1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C15orf56	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PLCB2	128	97	56	239	231	203	250	278	187	614	502	548	58	240	212	158
C15orf52	3	0	4	2	4	3	4	8	5	9	17	6	0	2	2	0
PHGR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DISP2	0	0	0	0	1	0	0	0	0	2	2	32	0	1	0	1
KNSTRN	9	11	3	8	10	2	33	17	16	24	13	27	16	26	14	28
IVD	20	25	15	41	61	27	63	34	25	37	75	38	2	32	20	7
BAHD1	82	61	35	74	203	79	146	122	49	92	120	106	23	57	16	44
CHST14	17	7	7	37	41	10	21	21	15	31	32	11	13	33	28	20
C15orf57	18	17	25	46	35	39	52	50	17	61	73	49	10	32	21	11
RPUSD2	95	76	149	135	91	68	166	111	72	108	157	100	14	46	44	73
CASC5	1	0	3	0	2	0	17	5	1	1	2	17	7	9	17	5
RAD51	2	2	0	2	3	4	36	8	8	45	17	83	0	18	78	21
RMDN3	22	24	11	21	42	33	34	39	10	31	41	34	2	23	11	15
GCHFR	10	5	2	6	5	11	27	14	7	16	5	28	15	6	13	12
DNAJC17	0	4	3	3	3	3	2	5	1	0	2	9	0	1	6	0
C15orf62	2	0	0	1	0	1	0	2	0	1	0	0	0	0	1	0
ZFYVE19	49	40	14	45	28	33	94	38	51	152	109	97	24	49	35	48
PPP1R14D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPINT1	3	0	0	2	13	0	7	0	1	8	1	6	1	1	3	1
RHOV	0	0	0	0	0	0	0	0	0	4	0	5	0	0	0	0
VPS18	70	41	55	52	157	47	112	48	68	122	72	136	20	96	31	50
DLL4	0	0	0	3	1	1	0	0	0	0	0	1	0	0	0	0
CHAC1	0	0	1	0	14	6	19	6	5	1	12	87	0	13	3	0
INO80	7	13	11	18	57	22	20	16	14	32	29	26	2	15	10	3
EXD1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0
CHP1	81	77	94	173	190	114	233	249	160	391	178	331	118	210	241	186
OIP5	3	0	0	3	6	7	76	28	27	29	15	119	0	31	61	37
NUSAP1	0	3	2	6	11	15	37	29	18	36	30	62	1	26	33	14
NDUFAF1	10	19	6	15	19	22	31	27	16	46	47	54	9	24	26	7
RTF1	58	50	34	78	73	63	128	195	65	196	181	191	26	76	89	59
ITPKA	0	0	1	0	2	1	0	2	0	3	0	15	0	2	4	0
LTK	1	1	0	1	8	0	1	4	1	0	1	5	0	1	0	0
RPAP1	70	55	20	50	22	42	178	76	51	108	80	208	9	50	29	78
TYRO3	1	0	2	1	2	0	0	0	0	1	2	165	0	2	0	0
MGA	20	11	2	28	32	18	29	33	9	24	35	22	7	8	4	10
MAPKBP1	16	25	7	9	38	20	30	36	15	30	41	24	3	5	14	25
PLA2G4B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JMJD7	234	210	74	58	91	67	253	128	107	125	100	105	99	74	123	241
JMJD7-PLA2G4B	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0
SPTBN5	6	1	0	0	1	0	4	0	0	3	2	1	0	0	0	0
EHD4	8	13	1	12	73	82	50	52	21	63	109	89	8	65	24	16
PLA2G4E	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PLA2G4D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G4F	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
VPS39	32	24	24	45	144	47	112	58	37	105	81	74	21	73	36	23
TMEM87A	193	212	130	525	359	711	759	769	381	900	773	933	24	664	645	319
GANC	4	18	3	7	17	23	28	28	32	43	19	12	7	25	28	15
CAPN3	30	29	4	29	25	31	55	41	24	63	64	43	25	98	88	28
ZNF106	106	58	57	122	309	104	155	137	107	313	161	229	53	163	111	118
SNAP23	63	59	13	79	180	60	76	164	65	168	104	83	55	91	63	65
LRRC57	0	1	5	7	30	14	7	9	2	5	4	4	0	8	3	0
HAUS2	12	13	5	18	91	32	32	35	10	31	28	18	6	43	38	17
STARD9	14	13	13	24	28	24	29	17	22	20	50	37	1	5	1	14
CDAN1	1	7	0	9	11	6	2	11	9	1	2	8	8	4	7	1
TTBK2	13	5	14	56	66	64	20	65	12	40	58	61	8	25	15	24
UBR1	6	7	14	37	70	69	17	70	12	49	86	68	1	23	22	8
EPB42	29	13	1	24	11	9	35	17	15	20	23	31	0	13	10	7
TMEM62	49	42	31	88	52	95	125	126	85	160	233	141	1	76	43	47
CCNDBP1	130	121	50	110	135	123	134	187	111	223	161	195	51	191	159	142
TGM5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TGM7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LCMT2	1	0	7	6	4	1	4	4	0	2	3	12	0	3	0	6
ADAL	1	3	0	15	8	9	3	5	1	3	9	10	1	8	3	15
ZSCAN29	0	5	25	33	66	46	28	37	15	42	77	39	2	15	16	8
TUBGCP4	11	7	7	11	20	11	23	11	8	10	23	28	2	3	2	10
TP53BP1	32	39	23	42	42	43	141	75	28	82	99	130	10	24	60	75
MAP1A	0	0	0	4	12	2	4	4	1	3	6	7	0	1	0	7
PPIP5K1	4	4	14	2	12	0	0	6	7	2	3	15	3	1	5	1
CKMT1B	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0
STRC	59	54	50	58	144	56	118	87	57	110	103	184	58	50	55	88
CATSPER2	1	1	7	5	8	14	10	6	0	7	10	3	0	1	2	2
CKMT1A	0	0	0	1	1	0	2	0	0	1	0	6	0	0	1	0
PDIA3	85	46	2420	96	337	163	106	183	51	123	159	172	29	66	65	182
ELL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-296A16.1	0	2	0	1	10	1	1	2	1	0	3	1	0	0	0	0
SERF2	771	666	689	1107	2645	1429	2228	2038	1164	3166	2347	2815	229	2096	2082	1009
SERINC4	0	0	0	2	1	0	0	0	0	2	0	0	1	0	0	0
HYPK	0	0	2	1	0	2	0	1	1	1	2	6	1	0	0	0
MFAP1	4	2	2	9	15	20	9	5	3	14	22	66	0	17	8	1
WDR76	6	8	4	8	36	2	19	8	3	20	18	41	0	14	24	11
FRMD5	0	2	1	1	4	1	1	1	0	0	1	4	1	3	0	0
CASC4	35	20	15	40	59	31	41	57	19	43	53	64	7	25	28	38
CTDSPL2	26	26	25	57	93	74	66	87	34	116	113	131	22	44	25	39
EIF3J	18	4	11	39	48	38	89	93	73	160	84	140	8	70	57	48
SPG11	6	7	3	21	29	21	15	9	12	12	13	19	1	12	3	0
PATL2	23	3	23	68	165	67	57	57	16	30	253	49	0	2	9	8
B2M	8063	5995	10830	19363	44881	23804	18243	33514	11325	21047	41698	27518	4545	13924	12276	13827
TRIM69	1	1	0	0	3	4	0	4	0	0	6	1	0	2	0	0
C15orf43	0	0	0	1	0	0	0	0	0	0	0	17	0	0	0	0
SORD	1	1	5	2	4	5	3	7	23	8	9	5	4	5	0	7
DUOX2	0	0	0	0	1	0	1	0	0	0	0	23	0	0	0	2
DUOXA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUOXA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUOX1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
SHF	0	0	0	2	4	2	0	0	4	2	1	0	0	1	0	0
SLC28A2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
GATM	0	1	0	2	0	1	5	3	1	4	2	1	1	0	0	0
SPATA5L1	1	0	0	7	15	2	3	2	1	2	6	0	1	1	5	0
C15orf48	4	6	3	9	663	570	47	51	3	5	251	186	10	11	62	207
SLC30A4	4	4	1	6	104	30	10	5	4	3	28	21	9	3	3	27
BLOC1S6	25	49	27	94	238	187	143	222	88	178	133	156	57	118	56	61
SQRDL	238	164	54	109	316	166	267	249	201	388	269	192	173	484	429	357
FKSG62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEMA6D	0	0	3	0	0	1	1	0	1	0	0	0	0	0	0	0
SLC24A5	0	0	1	0	1	0	1	0	0	0	0	1	0	8	10	0
MYEF2	0	3	4	11	8	7	11	14	3	3	6	7	3	2	0	4
CTXN2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SLC12A1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
DUT	67	59	53	199	160	216	194	317	48	172	144	222	21	187	303	90
FBN1	0	1	0	2	3	1	0	3	0	0	0	4	2	5	0	0
CEP152	15	11	17	10	22	16	52	33	16	50	38	46	6	46	32	52
SHC4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EID1	161	99	50	274	471	257	228	272	99	271	313	279	31	116	83	115
SECISBP2L	52	56	7	50	80	58	80	64	47	90	99	89	57	71	65	72
COPS2	18	14	13	39	95	50	67	65	22	52	47	50	15	26	28	31
GALK2	2	2	9	3	14	4	2	2	0	7	9	3	0	1	4	2
FAM227B	0	2	10	21	11	8	14	29	2	21	39	20	0	1	0	2
FGF7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
DTWD1	6	8	3	9	22	20	15	6	6	17	18	18	1	17	8	4
ATP8B4	12	7	6	11	20	17	7	22	8	27	28	19	10	138	117	7
SLC27A2	3	0	0	0	0	7	7	3	1	3	1	0	0	10	5	0
HDC	4	19	10	24	29	36	0	5	2	4	12	38	7	1	0	5
GABPB1	9	7	17	25	51	43	28	54	21	29	35	38	2	20	11	7
USP8	23	25	3	51	82	60	69	130	29	89	78	59	21	51	60	46
USP50	1	8	2	2	0	2	1	0	1	4	2	3	0	0	0	0
TRPM7	245	265	54	180	133	147	392	254	253	350	373	531	169	158	223	492
SPPL2A	4	4	5	17	90	35	32	46	32	28	33	45	1	28	18	17
AP4E1	17	20	18	36	52	28	62	48	36	87	59	43	9	16	17	20
TNFAIP8L3	0	0	0	0	0	0	0	0	0	3	1	1	0	3	0	5
CYP19A1	0	0	2	0	0	3	0	1	0	2	0	0	0	4	3	0
GLDN	0	0	2	1	9	5	7	3	7	4	1	2	0	28	5	7
DMXL2	120	81	9	66	150	113	184	128	129	190	170	120	219	79	80	167
SCG3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LYSMD2	19	11	6	63	120	78	64	99	20	79	142	60	10	17	30	59
TMOD2	13	12	1	14	18	13	16	9	2	23	19	10	13	9	1	11
TMOD3	27	23	16	34	78	49	54	142	50	119	95	88	8	84	53	54
LEO1	8	12	5	4	17	6	27	20	18	14	8	7	12	6	15	6
MAPK6	50	16	4	21	127	84	108	83	37	58	61	143	11	35	72	71
BCL2L10	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
GNB5	0	5	6	22	24	40	9	12	5	24	32	46	0	8	3	2
MYO5C	3	2	6	1	2	9	1	3	0	0	5	1	1	1	0	2
MYO5A	44	29	17	59	78	54	51	76	35	61	46	71	35	49	32	37
ARPP19	50	27	10	49	140	76	109	121	37	91	116	100	23	107	82	87
FAM214A	7	26	8	33	44	31	56	41	20	23	48	37	21	12	10	3
ONECUT1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
WDR72	0	0	0	0	0	0	0	2	0	0	0	59	0	0	0	0
UNC13C	0	0	0	0	0	1	0	0	0	0	1	3	0	0	0	0
RSL24D1	101	61	160	222	262	158	247	278	157	290	183	413	15	219	127	81
RAB27A	212	169	232	259	306	203	696	549	436	1045	529	909	153	818	843	439
PIGB	0	1	2	2	4	2	4	5	3	5	6	8	0	5	3	2
CCPG1	16	12	7	46	71	53	16	87	26	99	82	205	15	147	101	29
C15orf65	0	0	0	0	2	0	2	5	0	0	0	1	0	0	0	0
DYX1C1	1	1	0	0	2	0	1	0	0	0	1	2	0	1	0	5
PYGO1	1	4	4	2	1	1	0	0	1	0	1	1	1	0	2	4
PRTG	6	4	4	5	127	10	3	7	6	12	13	13	2	11	11	12
NEDD4	46	41	19	45	89	34	43	33	34	40	54	59	51	29	42	66
RFX7	24	46	1	37	38	43	60	39	15	26	61	24	19	21	15	23
TEX9	0	0	4	1	0	0	1	3	1	2	0	0	1	0	0	0
MNS1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
ZNF280D	19	3	14	25	16	13	31	21	11	40	30	12	25	25	37	10
TCF12	31	24	15	92	73	62	62	132	42	98	112	139	18	48	43	54
CGNL1	0	0	4	1	1	0	0	0	1	0	0	16	0	0	0	0
GCOM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYZAP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLR2M	34	19	22	63	79	52	74	60	39	43	96	25	13	40	28	22
ALDH1A2	2	0	10	0	2	1	1	0	0	3	0	0	1	1	0	0
AQP9	29	71	7	41	282	325	233	232	177	296	577	1266	37	260	235	646
LIPC	2	1	3	1	14	1	3	5	3	0	1	21	0	2	0	0
ADAM10	72	43	12	105	181	107	195	275	101	207	190	135	23	110	119	108
FAM63B	68	54	15	41	109	48	52	46	38	72	107	99	58	108	63	73
RNF111	28	26	1	20	24	22	34	44	9	35	32	20	12	34	8	16
SLTM	111	143	94	338	437	299	307	366	171	362	346	378	45	183	129	122
CCNB2	2	3	0	1	3	16	49	30	14	56	30	37	0	71	100	41
MYO1E	8	5	11	18	16	19	37	17	9	32	32	51	3	14	13	10
LDHAL6B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM81A	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0
GCNT3	0	0	0	0	0	0	0	1	0	0	0	42	0	0	0	0
GTF2A2	11	4	2	27	103	22	22	71	7	26	27	16	5	24	23	18
BNIP2	331	297	91	316	444	362	558	639	350	900	467	375	168	575	499	454
FOXB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANXA2	664	423	135	424	1049	471	1234	842	742	1552	989	1149	322	908	584	642
NARG2	23	21	1	46	60	62	88	64	18	58	77	40	2	38	27	10
RORA	23	38	14	132	405	230	58	99	10	35	180	198	26	6	3	32
VPS13C	61	57	31	111	169	131	104	205	60	133	152	69	16	48	65	37
C2CD4A	0	0	1	0	0	1	0	0	0	0	0	4	0	0	0	0
C2CD4B	0	0	0	0	0	3	0	0	1	0	0	20	0	5	0	0
TLN2	1	1	0	0	0	1	0	0	0	1	0	5	0	6	3	0
RP11-625H11.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPM1	4	3	3	16	14	22	13	8	3	27	12	37	4	31	11	10
LACTB	29	42	9	34	113	58	63	64	39	80	52	77	67	81	73	101
RPS27L	34	32	46	86	485	131	148	175	71	144	184	176	18	108	100	47
RAB8B	69	54	11	38	129	74	95	152	50	85	121	174	26	86	64	89
APH1B	13	9	5	21	48	24	37	62	55	73	48	122	1	83	73	21
CA12	0	0	3	0	2	0	0	1	2	1	0	32	0	0	0	2
USP3	80	77	45	179	253	175	216	244	191	434	222	243	57	190	98	110
FBXL22	0	0	1	0	3	1	1	1	0	1	0	3	0	0	0	0
HERC1	21	15	15	47	85	62	55	109	38	95	115	62	7	41	44	9
DAPK2	3	7	4	12	7	5	15	2	11	9	21	124	4	33	39	8
